Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Chromosome/scaffold name,Gene start (bp hg19),Gene end (bp hg19),Gene name,Source of gene name
ENSG00000188706,ENSG00000188706.13,ENST00000357166,ENST00000357166.11,X,129803288,129843909,ZDHHC9,HGNC Symbol
ENSG00000238040,ENSG00000238040.1,ENST00000423288,ENST00000423288.1,X,129871309,129877567,SALL4P2,HGNC Symbol
ENSG00000156697,ENSG00000156697.13,ENST00000425117,ENST00000425117.6,X,129906121,129929761,UTP14A,HGNC Symbol
ENSG00000085185,ENSG00000085185.16,ENST00000607874,ENST00000607874.1,X,129981107,130058071,BCORL1,HGNC Symbol
ENSG00000102034,ENSG00000102034.17,ENST00000308167,ENST00000308167.10,X,130063955,130110716,ELF4,HGNC Symbol
ENSG00000156709,ENSG00000156709.15,ENST00000675050,ENST00000675050.1,X,130124666,130165879,AIFM1,HGNC Symbol
ENSG00000134594,ENSG00000134594.5,ENST00000257017,ENST00000257017.5,X,130171962,130184870,RAB33A,HGNC Symbol
ENSG00000056277,ENSG00000056277.16,ENST00000370978,ENST00000370978.9,X,130202707,130268899,ZNF280C,HGNC Symbol
ENSG00000202304,ENSG00000202304.1,ENST00000365434,ENST00000365434.1,X,130310072,130310178,RNU6-1130P,HGNC Symbol
ENSG00000102078,ENSG00000102078.16,ENST00000543953,ENST00000543953.5,X,130339888,130373361,SLC25A14,HGNC Symbol
ENSG00000147262,ENSG00000147262.5,ENST00000682440,ENST00000682440.1,X,130379449,130385674,GPR119,HGNC Symbol
ENSG00000134597,ENSG00000134597.16,ENST00000305536,ENST00000305536.11,X,130401987,130413656,RBMX2,HGNC Symbol
ENSG00000221930,ENSG00000221930.6,ENST00000592932,ENST00000592932.1,X,130494965,130496588,DENND10P1,HGNC Symbol
ENSG00000165675,ENSG00000165675.18,ENST00000394363,ENST00000394363.6,X,130622325,130903234,ENOX2,HGNC Symbol
ENSG00000238188,ENSG00000238188.1,ENST00000440178,ENST00000440178.1,X,130645723,130646325,SPRING1P2,HGNC Symbol
ENSG00000228659,ENSG00000228659.1,ENST00000451431,ENST00000451431.1,X,130981590,131058146,LINC01201,HGNC Symbol
ENSG00000147256,ENSG00000147256.12,ENST00000276211,ENST00000276211.10,X,131058346,131089885,ARHGAP36,HGNC Symbol
ENSG00000241198,ENSG00000241198.3,ENST00000484366,ENST00000484366.3,X,131134086,131134390,RN7SL191P,HGNC Symbol
ENSG00000237650,ENSG00000237650.2,ENST00000451582,ENST00000451582.2,X,131204068,131205010,OR11Q1P,HGNC Symbol
ENSG00000147255,ENSG00000147255.19,ENST00000370910,ENST00000370910.5,X,131273506,131578899,IGSF1,HGNC Symbol
ENSG00000185903,ENSG00000185903.10,ENST00000415818,ENST00000415818.2,X,131324391,131325313,OR11N1P,HGNC Symbol
ENSG00000229082,ENSG00000229082.2,ENST00000426334,ENST00000426334.2,X,131341570,131342425,OR5AW1P,HGNC Symbol
ENSG00000242610,ENSG00000242610.2,ENST00000454101,ENST00000454101.2,X,131398072,131398957,OR5BH1P,HGNC Symbol
ENSG00000234288,ENSG00000234288.2,ENST00000419597,ENST00000419597.2,X,131424301,131425239,OR1AA1P,HGNC Symbol
ENSG00000228450,ENSG00000228450.2,ENST00000422384,ENST00000422384.2,X,131492279,131492886,NLRP7P1,HGNC Symbol
ENSG00000171054,ENSG00000171054.9,ENST00000338616,ENST00000338616.6,X,131544074,131545000,OR13H1,HGNC Symbol
ENSG00000237225,ENSG00000237225.2,ENST00000444577,ENST00000444577.2,X,131562729,131563846,OR13K1P,HGNC Symbol
ENSG00000232787,ENSG00000232787.2,ENST00000456181,ENST00000456181.2,X,131596121,131596987,OR7L1P,HGNC Symbol
ENSG00000235730,ENSG00000235730.2,ENST00000454899,ENST00000454899.2,X,131619013,131619951,OR2AF1P,HGNC Symbol
ENSG00000227183,ENSG00000227183.3,ENST00000405943,ENST00000405943.3,X,131646639,131646890,HDGFP1,HGNC Symbol
ENSG00000213468,ENSG00000213468.7,ENST00000649541,ENST00000649541.1,X,131688779,131830862,FIRRE,HGNC Symbol
ENSG00000241418,ENSG00000241418.1,ENST00000394346,ENST00000394346.2,X,131795657,131796167,MCRIP2P1,HGNC Symbol
ENSG00000228089,ENSG00000228089.1,ENST00000435914,ENST00000435914.1,X,131803312,131803741,PNKDP1,HGNC Symbol
ENSG00000200587,ENSG00000200587.1,ENST00000363717,ENST00000363717.1,X,131938846,131938956,RNA5SP514,HGNC Symbol
ENSG00000134602,ENSG00000134602.16,ENST00000481105,ENST00000481105.5,X,132023302,132075943,STK26,HGNC Symbol
ENSG00000165694,ENSG00000165694.10,ENST00000298542,ENST00000298542.9,X,132076990,132128020,FRMD7,HGNC Symbol
ENSG00000228819,ENSG00000228819.1,ENST00000424708,ENST00000424708.1,X,132130091,132131352,AGKP2,HGNC Symbol
ENSG00000123728,ENSG00000123728.10,ENST00000620646,ENST00000620646.4,X,132203024,132219480,RAP2C,HGNC Symbol
ENSG00000232160,ENSG00000232160.7,ENST00000421483,ENST00000421483.6,X,132217053,132432862,RAP2C-AS1,HGNC Symbol
ENSG00000076770,ENSG00000076770.15,ENST00000370857,ENST00000370857.7,X,132369317,132489968,MBNL3,HGNC Symbol
ENSG00000206900,ENSG00000206900.1,ENST00000384173,ENST00000384173.1,X,132580117,132580223,RNU6-98P,HGNC Symbol
ENSG00000171004,ENSG00000171004.18,ENST00000370836,ENST00000370836.6,X,132626016,132961395,HS6ST2,HGNC Symbol
ENSG00000235849,ENSG00000235849.1,ENST00000455269,ENST00000455269.1,X,132667642,132669888,HS6ST2-AS1,HGNC Symbol
ENSG00000227064,ENSG00000227064.1,ENST00000428456,ENST00000428456.1,X,132907279,132907575,NAA20P1,HGNC Symbol
ENSG00000134588,ENSG00000134588.12,ENST00000370832,ENST00000370832.1,X,133024631,133097109,USP26,HGNC Symbol
ENSG00000183434,ENSG00000183434.10,ENST00000310125,ENST00000310125.5,X,133216662,133218354,TFDP3,HGNC Symbol
ENSG00000202199,ENSG00000202199.1,ENST00000365329,ENST00000365329.1,X,133238657,133238816,RNU1-115P,HGNC Symbol
ENSG00000076716,ENSG00000076716.9,ENST00000370828,ENST00000370828.4,X,133300103,133415489,GPC4,HGNC Symbol
ENSG00000206765,ENSG00000206765.1,ENST00000384038,ENST00000384038.1,X,133531723,133531826,RNU6-203P,HGNC Symbol
ENSG00000147257,ENSG00000147257.15,ENST00000669691,ENST00000669691.1,X,133535745,133985594,GPC3,HGNC Symbol
ENSG00000227008,ENSG00000227008.2,ENST00000426577,ENST00000426577.1,X,133670971,133671386,RPS24P19,HGNC Symbol
ENSG00000233260,ENSG00000233260.1,ENST00000412013,ENST00000412013.1,X,133762796,133763683,RPSAP63,HGNC Symbol
ENSG00000286096,ENSG00000286096.1,ENST00000651551,ENST00000651551.1,X,133897443,133897934,GPC3-AS1,HGNC Symbol
ENSG00000224908,ENSG00000224908.1,ENST00000445940,ENST00000445940.1,X,134166682,134166932,TIMM8BP2,HGNC Symbol
ENSG00000284499,ENSG00000284499.1,ENST00000384840,ENST00000384840.3,X,134169378,134169452,MIR363,HGNC Symbol
ENSG00000284538,ENSG00000284538.1,ENST00000385299,ENST00000385299.1,X,134169538,134169612,MIR92A2,HGNC Symbol
ENSG00000284107,ENSG00000284107.1,ENST00000385077,ENST00000385077.3,X,134169671,134169766,MIR19B2,HGNC Symbol
ENSG00000284043,ENSG00000284043.1,ENST00000384977,ENST00000384977.1,X,134169809,134169877,MIR20B,HGNC Symbol
ENSG00000283931,ENSG00000283931.1,ENST00000454574,ENST00000454574.4,X,134170041,134170111,MIR18B,HGNC Symbol
ENSG00000284157,ENSG00000284157.1,ENST00000384870,ENST00000384870.1,X,134170198,134170278,MIR106A,HGNC Symbol
ENSG00000232664,ENSG00000232664.2,ENST00000437229,ENST00000437229.2,X,134204353,134205916,LARP1BP3,HGNC Symbol
ENSG00000203952,ENSG00000203952.9,ENST00000517294,ENST00000517294.5,X,134237047,134246207,CCDC160,HGNC Symbol
ENSG00000214961,ENSG00000214961.2,ENST00000399325,ENST00000399325.2,X,134272287,134273658,NT5DC1P2,HGNC Symbol
ENSG00000156531,ENSG00000156531.17,ENST00000370803,ENST00000370803.8,X,134373312,134428791,PHF6,HGNC Symbol
ENSG00000165704,ENSG00000165704.15,ENST00000298556,ENST00000298556.8,X,134460165,134520513,HPRT1,HGNC Symbol
ENSG00000226107,ENSG00000226107.1,ENST00000438135,ENST00000438135.1,X,134522702,134522990,RPL36AP54,HGNC Symbol
ENSG00000216001,ENSG00000216001.3,ENST00000401182,ENST00000401182.3,X,134540185,134540262,MIR450B,HGNC Symbol
ENSG00000199132,ENSG00000199132.1,ENST00000362262,ENST00000362262.1,X,134540341,134540431,MIR450A1,HGNC Symbol
ENSG00000207755,ENSG00000207755.3,ENST00000385022,ENST00000385022.3,X,134540508,134540607,MIR450A2,HGNC Symbol
ENSG00000207784,ENSG00000207784.3,ENST00000385050,ENST00000385050.3,X,134541341,134541437,MIR542,HGNC Symbol
ENSG00000223749,ENSG00000223749.11,ENST00000414769,ENST00000414769.2,X,134543119,134546642,MIR503HG,HGNC Symbol
ENSG00000208005,ENSG00000208005.1,ENST00000385270,ENST00000385270.1,X,134546328,134546398,MIR503,HGNC Symbol
ENSG00000284231,ENSG00000284231.1,ENST00000362227,ENST00000362227.3,X,134546614,134546711,MIR424,HGNC Symbol
ENSG00000227060,ENSG00000227060.7,ENST00000671259,ENST00000671259.1,X,134549770,134560399,LINC00629,HGNC Symbol
ENSG00000170965,ENSG00000170965.10,ENST00000359237,ENST00000359237.9,X,134565838,134764322,PLAC1,HGNC Symbol
ENSG00000236509,ENSG00000236509.2,ENST00000443666,ENST00000443666.2,X,134607157,134607632,RPL21P133,HGNC Symbol
ENSG00000237432,ENSG00000237432.2,ENST00000422385,ENST00000422385.2,X,134650830,134651411,RPS7P12,HGNC Symbol
ENSG00000199920,ENSG00000199920.1,ENST00000363050,ENST00000363050.1,X,134760208,134760348,RNU4-44P,HGNC Symbol
ENSG00000156504,ENSG00000156504.17,ENST00000370790,ENST00000370790.5,X,134769566,134797232,PABIR2,HGNC Symbol
ENSG00000156500,ENSG00000156500.16,ENST00000645288,ENST00000645288.1,X,134796395,134854835,PABIR3,HGNC Symbol
ENSG00000101928,ENSG00000101928.13,ENST00000370783,ENST00000370783.8,X,134887632,134915257,MOSPD1,HGNC Symbol
ENSG00000207081,ENSG00000207081.1,ENST00000384353,ENST00000384353.1,X,134918310,134918416,RNU6-616P,HGNC Symbol
ENSG00000236091,ENSG00000236091.1,ENST00000441841,ENST00000441841.1,X,134949549,134953382,LINC02243,HGNC Symbol
ENSG00000231929,ENSG00000231929.2,ENST00000413333,ENST00000413333.1,X,134961711,134962305,HMGB3P31,HGNC Symbol
ENSG00000184785,ENSG00000184785.6,ENST00000330288,ENST00000330288.6,X,134990991,134992473,SMIM10,HGNC Symbol
ENSG00000212747,ENSG00000212747.5,ENST00000391440,ENST00000391440.3,X,135020513,135022542,RTL8B,HGNC Symbol
ENSG00000134590,ENSG00000134590.14,ENST00000257013,ENST00000257013.9,X,135032355,135033546,RTL8C,HGNC Symbol
ENSG00000203950,ENSG00000203950.7,ENST00000518153,ENST00000518153.1,X,135050932,135052196,RTL8A,HGNC Symbol
ENSG00000228372,ENSG00000228372.8,ENST00000608079,ENST00000608079.5,X,135059685,135123952,SMIM10L2B-AS1,HGNC Symbol
ENSG00000234228,ENSG00000234228.1,ENST00000416078,ENST00000416078.1,X,135075136,135076597,NCLP2,HGNC Symbol
ENSG00000196972,ENSG00000196972.9,ENST00000433425,ENST00000433425.4,X,135094985,135098712,SMIM10L2B,HGNC Symbol
ENSG00000224107,ENSG00000224107.5,ENST00000426364,ENST00000426364.5,X,135118955,135120526,ETDB,HGNC Symbol
ENSG00000169551,ENSG00000169551.13,ENST00000276241,ENST00000276241.11,X,135156540,135171398,CT55,HGNC Symbol
ENSG00000186376,ENSG00000186376.15,ENST00000494295,ENST00000494295.1,X,135248920,135344109,ZNF75D,HGNC Symbol
ENSG00000238210,ENSG00000238210.4,ENST00000427686,ENST00000427686.3,X,135252061,135253583,ETDA,HGNC Symbol
ENSG00000283644,ENSG00000283644.1,ENST00000635820,ENST00000635820.1,X,135309480,135309659,ETDC,HGNC Symbol
ENSG00000173275,ENSG00000173275.13,ENST00000370761,ENST00000370761.7,X,135344796,135363413,ZNF449,HGNC Symbol
ENSG00000178947,ENSG00000178947.9,ENST00000417443,ENST00000417443.3,X,135421944,135428075,SMIM10L2A,HGNC Symbol
ENSG00000201440,ENSG00000201440.1,ENST00000364570,ENST00000364570.1,X,135428168,135428285,RNA5SP515,HGNC Symbol
ENSG00000225769,ENSG00000225769.1,ENST00000426910,ENST00000426910.1,X,135432960,135438634,CROCCP1,HGNC Symbol
ENSG00000271158,ENSG00000271158.1,ENST00000603663,ENST00000603663.1,X,135464329,135465484,WDR4P1,HGNC Symbol
ENSG00000225235,ENSG00000225235.1,ENST00000430820,ENST00000430820.1,X,135520083,135520674,INTS6L-AS1,HGNC Symbol
ENSG00000165359,ENSG00000165359.16,ENST00000639893,ENST00000639893.2,X,135520659,135582510,INTS6L,HGNC Symbol
ENSG00000237833,ENSG00000237833.1,ENST00000439300,ENST00000439300.1,X,135583651,135585160,ETS2P1,HGNC Symbol
ENSG00000224539,ENSG00000224539.1,ENST00000442271,ENST00000442271.1,X,135598927,135615431,SAGE4P,HGNC Symbol
ENSG00000277486,ENSG00000277486.1,ENST00000619800,ENST00000619800.1,X,135637623,135642756,SAGE3P,HGNC Symbol
ENSG00000198022,ENSG00000198022.6,ENST00000420011,ENST00000420011.1,X,135673591,135686151,SAGE2P,HGNC Symbol
ENSG00000268940,ENSG00000268940.6,ENST00000594565,ENST00000594565.6,X,135713639,135723539,CT45A1,HGNC Symbol
ENSG00000233861,ENSG00000233861.1,ENST00000449718,ENST00000449718.1,X,135730733,135732197,MGAT2P1,HGNC Symbol
ENSG00000238200,ENSG00000238200.1,ENST00000427194,ENST00000427194.1,X,135751119,135752583,MGAT2P2,HGNC Symbol
ENSG00000269096,ENSG00000269096.7,ENST00000597510,ENST00000597510.6,X,135759846,135768191,CT45A3,HGNC Symbol
ENSG00000228836,ENSG00000228836.8,ENST00000487941,ENST00000487941.6,X,135777130,135785298,CT45A5,HGNC Symbol
ENSG00000278289,ENSG00000278289.5,ENST00000620654,ENST00000620654.2,X,135794685,135802787,CT45A6,HGNC Symbol
ENSG00000271449,ENSG00000271449.8,ENST00000605791,ENST00000605791.7,X,135811668,135820012,CT45A2,HGNC Symbol
ENSG00000273696,ENSG00000273696.4,ENST00000610598,ENST00000610598.4,X,135829247,135837268,CT45A7,HGNC Symbol
ENSG00000278085,ENSG00000278085.5,ENST00000611660,ENST00000611660.5,X,135846497,135854538,CT45A8,HGNC Symbol
ENSG00000270946,ENSG00000270946.6,ENST00000620704,ENST00000620704.5,X,135863418,135871812,CT45A9,HGNC Symbol
ENSG00000269586,ENSG00000269586.8,ENST00000611668,ENST00000611668.4,X,135881063,135893444,CT45A10,HGNC Symbol
ENSG00000181433,ENSG00000181433.10,ENST00000324447,ENST00000324447.7,X,135889205,135913062,SAGE1,HGNC Symbol
ENSG00000230162,ENSG00000230162.1,ENST00000448043,ENST00000448043.1,X,135942478,135947139,CT45A11P,HGNC Symbol
ENSG00000169446,ENSG00000169446.6,ENST00000305963,ENST00000305963.3,X,135960588,135974029,MMGT1,HGNC Symbol
ENSG00000198689,ENSG00000198689.13,ENST00000636347,ENST00000636347.1,X,135973841,136047269,SLC9A6,HGNC Symbol
ENSG00000219930,ENSG00000219930.4,ENST00000422905,ENST00000422905.2,X,136077844,136078631,GAPDHP67,HGNC Symbol
ENSG00000231513,ENSG00000231513.3,ENST00000468625,ENST00000468625.1,X,136097835,136098348,E2F6P4,HGNC Symbol
ENSG00000022267,ENSG00000022267.19,ENST00000629039,ENST00000629039.2,X,136146702,136211359,FHL1,HGNC Symbol
ENSG00000129680,ENSG00000129680.16,ENST00000370661,ENST00000370661.5,X,136213220,136256482,MAP7D3,HGNC Symbol
ENSG00000230079,ENSG00000230079.1,ENST00000455035,ENST00000455035.1,X,136295690,136300298,STK24P1,HGNC Symbol
ENSG00000156920,ENSG00000156920.11,ENST00000394143,ENST00000394143.6,X,136300963,136416890,ADGRG4,HGNC Symbol
ENSG00000102239,ENSG00000102239.5,ENST00000370648,ENST00000370648.4,X,136487947,136493780,BRS3,HGNC Symbol
ENSG00000102241,ENSG00000102241.12,ENST00000448450,ENST00000448450.5,X,136497079,136512346,HTATSF1,HGNC Symbol
ENSG00000102243,ENSG00000102243.13,ENST00000370634,ENST00000370634.8,X,136532215,136556807,VGLL1,HGNC Symbol
ENSG00000216060,ENSG00000216060.1,ENST00000401241,ENST00000401241.1,X,136550878,136550960,MIR934,HGNC Symbol
ENSG00000252320,ENSG00000252320.1,ENST00000516511,ENST00000516511.1,X,136583240,136583345,RNU6-320P,HGNC Symbol
ENSG00000233093,ENSG00000233093.6,ENST00000454385,ENST00000454385.6,X,136639539,136642429,LINC00892,HGNC Symbol
ENSG00000102245,ENSG00000102245.8,ENST00000370629,ENST00000370629.7,X,136648158,136660390,CD40LG,HGNC Symbol
ENSG00000129675,ENSG00000129675.16,ENST00000370620,ENST00000370620.5,X,136665547,136780932,ARHGEF6,HGNC Symbol
ENSG00000212510,ENSG00000212510.1,ENST00000391208,ENST00000391208.1,X,136773999,136774105,RNU6-972P,HGNC Symbol
ENSG00000231164,ENSG00000231164.1,ENST00000429441,ENST00000429441.1,X,136791064,136791780,RPL7P56,HGNC Symbol
ENSG00000225125,ENSG00000225125.2,ENST00000413361,ENST00000413361.2,X,136807223,136807877,RANP4,HGNC Symbol
ENSG00000225400,ENSG00000225400.1,ENST00000427490,ENST00000427490.1,X,136847384,136848034,RAB28P5,HGNC Symbol
ENSG00000147274,ENSG00000147274.14,ENST00000561733,ENST00000561733.5,X,136848004,136880764,RBMX,HGNC Symbol
ENSG00000206979,ENSG00000206979.1,ENST00000384252,ENST00000384252.1,X,136879199,136879271,SNORD61,HGNC Symbol
ENSG00000232379,ENSG00000232379.1,ENST00000439143,ENST00000439143.1,X,136947748,136948133,RPL22P23,HGNC Symbol
ENSG00000237307,ENSG00000237307.2,ENST00000426911,ENST00000426911.2,X,136976417,136985705,SRRM1P3,HGNC Symbol
ENSG00000165370,ENSG00000165370.3,ENST00000651716,ENST00000651716.2,X,137023929,137033995,GPR101,HGNC Symbol
ENSG00000237584,ENSG00000237584.1,ENST00000419413,ENST00000419413.1,X,137441258,137441836,RAC1P4,HGNC Symbol
ENSG00000156925,ENSG00000156925.12,ENST00000287538,ENST00000287538.10,X,137566127,137577691,ZIC3,HGNC Symbol
ENSG00000239579,ENSG00000239579.3,ENST00000460434,ENST00000460434.3,X,137595265,137595547,RN7SL325P,HGNC Symbol
ENSG00000229562,ENSG00000229562.1,ENST00000416133,ENST00000416133.1,X,137660519,137662242,ZFYVE9P1,HGNC Symbol
ENSG00000222114,ENSG00000222114.1,ENST00000410182,ENST00000410182.1,X,137687891,137687994,RNU6-985P,HGNC Symbol
ENSG00000252163,ENSG00000252163.1,ENST00000516354,ENST00000516354.1,X,138397351,138397628,RN7SKP31,HGNC Symbol
ENSG00000183981,ENSG00000183981.8,ENST00000418272,ENST00000418272.1,X,138482745,138483695,MAGEA13P,HGNC Symbol
ENSG00000214930,ENSG00000214930.2,ENST00000399259,ENST00000399259.2,X,138487665,138488871,KRT8P6,HGNC Symbol
ENSG00000285989,ENSG00000285989.1,ENST00000649196,ENST00000649196.1,X,138558996,138559298,H2AQ1P,HGNC Symbol
ENSG00000129682,ENSG00000129682.16,ENST00000315930,ENST00000315930.11,X,138614727,139222777,FGF13,HGNC Symbol
ENSG00000207800,ENSG00000207800.3,ENST00000385065,ENST00000385065.3,X,138667711,138667793,MIR504,HGNC Symbol
ENSG00000226031,ENSG00000226031.5,ENST00000446383,ENST00000446383.5,X,138711452,138716617,FGF13-AS1,HGNC Symbol
ENSG00000235975,ENSG00000235975.1,ENST00000433780,ENST00000433780.1,X,138806374,138807091,TPM2P1,HGNC Symbol
ENSG00000173954,ENSG00000173954.8,ENST00000309296,ENST00000309296.5,X,139362040,139362382,SNURFL,HGNC Symbol
ENSG00000232549,ENSG00000232549.1,ENST00000442297,ENST00000442297.1,X,139446891,139447676,SRD5A1P1,HGNC Symbol
ENSG00000101981,ENSG00000101981.12,ENST00000218099,ENST00000218099.7,X,139530739,139563459,F9,HGNC Symbol
ENSG00000101977,ENSG00000101977.21,ENST00000370576,ENST00000370576.9,X,139581770,139708227,MCF2,HGNC Symbol
ENSG00000101974,ENSG00000101974.15,ENST00000370557,ENST00000370557.5,X,139726346,139945276,ATP11C,HGNC Symbol
ENSG00000221375,ENSG00000221375.1,ENST00000408448,ENST00000408448.1,X,139885481,139885603,RNU6ATAC23P,HGNC Symbol
ENSG00000207633,ENSG00000207633.3,ENST00000384901,ENST00000384901.3,X,139924148,139924231,MIR505,HGNC Symbol
ENSG00000203933,ENSG00000203933.3,ENST00000370540,ENST00000370540.2,X,139955728,139965521,CXorf66,HGNC Symbol
ENSG00000214653,ENSG00000214653.4,ENST00000416838,ENST00000416838.1,X,140032344,140033480,HNRNPA3P3,HGNC Symbol
ENSG00000241248,ENSG00000241248.3,ENST00000482164,ENST00000482164.3,X,140085855,140086150,RN7SL727P,HGNC Symbol
ENSG00000224942,ENSG00000224942.1,ENST00000420490,ENST00000420490.1,X,140397062,140398311,EEDP1,HGNC Symbol
ENSG00000225758,ENSG00000225758.1,ENST00000419392,ENST00000419392.1,X,140470866,140471274,RPS17P17,HGNC Symbol
ENSG00000134595,ENSG00000134595.9,ENST00000370536,ENST00000370536.5,X,140502985,140505069,SOX3,HGNC Symbol
ENSG00000203930,ENSG00000203930.12,ENST00000607004,ENST00000607004.7,X,140709562,140793215,LINC00632,HGNC Symbol
ENSG00000288642,ENSG00000288642.1,ENST00000674533,ENST00000674533.1,X,140783578,140784366,CDR1,HGNC Symbol
ENSG00000221081,ENSG00000221081.1,ENST00000408154,ENST00000408154.1,X,140926172,140926219,MIR320D2,HGNC Symbol
ENSG00000227234,ENSG00000227234.2,ENST00000449283,ENST00000449283.2,X,141002594,141003706,SPANXB1,HGNC Symbol
ENSG00000182195,ENSG00000182195.9,ENST00000670989,ENST00000670989.1,X,141111605,141177129,LDOC1,HGNC Symbol
ENSG00000207041,ENSG00000207041.1,ENST00000384314,ENST00000384314.1,X,141118030,141118136,RNU6-3P,HGNC Symbol
ENSG00000214925,ENSG00000214925.3,ENST00000399253,ENST00000399253.3,X,141138478,141139174,RPL36AP52,HGNC Symbol
ENSG00000277215,ENSG00000277215.2,ENST00000666501,ENST00000666501.1,X,141177284,141649927,SPANXA2-OT1,HGNC Symbol
ENSG00000198573,ENSG00000198573.7,ENST00000358993,ENST00000358993.3,X,141241463,141242517,SPANXC,HGNC Symbol
ENSG00000213423,ENSG00000213423.4,ENST00000257020,ENST00000257020.7,X,141261119,141264213,RBMX2P2,HGNC Symbol
ENSG00000227779,ENSG00000227779.1,ENST00000425910,ENST00000425910.1,X,141380823,141381107,NDUFB3P5,HGNC Symbol
ENSG00000198021,ENSG00000198021.7,ENST00000370519,ENST00000370519.3,X,141583674,141585011,SPANXA1,HGNC Symbol
ENSG00000203926,ENSG00000203926.5,ENST00000370518,ENST00000370518.4,X,141589708,141590762,SPANXA2,HGNC Symbol
ENSG00000196406,ENSG00000196406.4,ENST00000370515,ENST00000370515.3,X,141697411,141698739,SPANXD,HGNC Symbol
ENSG00000165509,ENSG00000165509.13,ENST00000298296,ENST00000298296.1,X,141838316,141897832,MAGEC3,HGNC Symbol
ENSG00000155495,ENSG00000155495.9,ENST00000285879,ENST00000285879.5,X,141903894,141909374,MAGEC1,HGNC Symbol
ENSG00000046774,ENSG00000046774.10,ENST00000247452,ENST00000247452.4,X,142202342,142205290,MAGEC2,HGNC Symbol
ENSG00000201000,ENSG00000201000.1,ENST00000364130,ENST00000364130.1,X,142411053,142411171,RNA5SP516,HGNC Symbol
ENSG00000189326,ENSG00000189326.4,ENST00000446864,ENST00000446864.1,X,143025918,143034702,SPANXN4,HGNC Symbol
ENSG00000202473,ENSG00000202473.1,ENST00000365603,ENST00000365603.1,X,143090347,143090677,RN7SKP81,HGNC Symbol
ENSG00000199878,ENSG00000199878.1,ENST00000363008,ENST00000363008.1,X,143197248,143197591,RN7SKP149,HGNC Symbol
ENSG00000226064,ENSG00000226064.1,ENST00000421501,ENST00000421501.1,X,143343976,143344585,PGBD4P6,HGNC Symbol
ENSG00000235539,ENSG00000235539.1,ENST00000446251,ENST00000446251.1,X,143433042,143433958,MTND1P33,HGNC Symbol
ENSG00000230130,ENSG00000230130.1,ENST00000457230,ENST00000457230.1,X,143434517,143435280,MTND2P39,HGNC Symbol
ENSG00000189252,ENSG00000189252.4,ENST00000370503,ENST00000370503.2,X,143508735,143517475,SPANXN3,HGNC Symbol
ENSG00000179542,ENSG00000179542.16,ENST00000338017,ENST00000338017.8,X,143622790,143636101,SLITRK4,HGNC Symbol
ENSG00000213924,ENSG00000213924.3,ENST00000396845,ENST00000396845.3,X,143677153,143678362,HNRNPH1P2,HGNC Symbol
ENSG00000268988,ENSG00000268988.1,ENST00000598475,ENST00000598475.1,X,143711955,143721423,SPANXN2,HGNC Symbol
ENSG00000276380,ENSG00000276380.2,ENST00000618570,ENST00000618570.1,X,143884071,143885255,UBE2NL,HGNC Symbol
ENSG00000235598,ENSG00000235598.1,ENST00000441721,ENST00000441721.1,X,144309132,144309693,RRM2P4,HGNC Symbol
ENSG00000215054,ENSG00000215054.3,ENST00000457130,ENST00000457130.2,X,144840777,144841660,HNRNPCP10,HGNC Symbol
ENSG00000201912,ENSG00000201912.1,ENST00000365042,ENST00000365042.1,X,145057108,145057437,RN7SKP189,HGNC Symbol
ENSG00000233548,ENSG00000233548.1,ENST00000448560,ENST00000448560.1,X,145176582,145176894,CYCSP44,HGNC Symbol
ENSG00000203923,ENSG00000203923.5,ENST00000370493,ENST00000370493.4,X,145247503,145256208,SPANXN1,HGNC Symbol
ENSG00000231093,ENSG00000231093.1,ENST00000443260,ENST00000443260.1,X,145630218,145632375,TRMT1P1,HGNC Symbol
ENSG00000270709,ENSG00000270709.1,ENST00000603091,ENST00000603091.1,X,145768095,145768342,UFM1P1,HGNC Symbol
ENSG00000185985,ENSG00000185985.11,ENST00000335565,ENST00000335565.6,X,145817829,145829856,SLITRK2,HGNC Symbol
ENSG00000252219,ENSG00000252219.2,ENST00000516410,ENST00000516410.2,X,145992750,145992826,MIR892C,HGNC Symbol
ENSG00000216075,ENSG00000216075.1,ENST00000401256,ENST00000401256.1,X,145994275,145994351,MIR890,HGNC Symbol
ENSG00000216005,ENSG00000216005.1,ENST00000401186,ENST00000401186.1,X,145994784,145994860,MIR888,HGNC Symbol
ENSG00000215943,ENSG00000215943.1,ENST00000401124,ENST00000401124.1,X,145996669,145996743,MIR892A,HGNC Symbol
ENSG00000216098,ENSG00000216098.1,ENST00000401279,ENST00000401279.1,X,145997198,145997274,MIR892B,HGNC Symbol
ENSG00000216064,ENSG00000216064.1,ENST00000401245,ENST00000401245.1,X,146001053,146001131,MIR891B,HGNC Symbol
ENSG00000216056,ENSG00000216056.1,ENST00000401237,ENST00000401237.1,X,146027794,146027872,MIR891A,HGNC Symbol
ENSG00000201594,ENSG00000201594.1,ENST00000364724,ENST00000364724.1,X,146427456,146427572,RNA5SP517,HGNC Symbol
ENSG00000226388,ENSG00000226388.1,ENST00000446870,ENST00000446870.1,X,146553728,146555765,ELL2P4,HGNC Symbol
