,TCGA-P8-A5KC-11,TCGA-EJ-7328-11,TCGA-CV-7261-11,TCGA-CU-A0YN-11,TCGA-44-2668-11,TCGA-51-4080-11,TCGA-55-6980-11,TCGA-CV-6939-11,TCGA-IC-A6RE-11,TCGA-B2-5641-11,TCGA-B0-4700-11,TCGA-BT-A2LA-11,TCGA-HC-7742-11,TCGA-CV-6935-11,TCGA-CV-6959-11,TCGA-B0-5711-11,TCGA-HU-A4GN-11,TCGA-CV-7097-11,TCGA-L5-A4OO-11,TCGA-49-6742-11,TCGA-G9-6342-11,TCGA-BR-6453-11,TCGA-CJ-5689-11,TCGA-HC-7747-11,TCGA-22-5471-11,TCGA-DD-A3A1-11,TCGA-HC-7752-11,TCGA-HC-7745-11,TCGA-BQ-5894-11,TCGA-44-6148-11,TCGA-DZ-6134-11,TCGA-44-2662-11,TCGA-22-4609-11,TCGA-50-5936-11,TCGA-DD-A1EH-11,TCGA-33-6737-11,TCGA-AA-3525-11,TCGA-DD-A3A8-11,TCGA-HC-7740-11,TCGA-90-7767-11,TCGA-22-4593-11,TCGA-YB-A89D-11,TCGA-CW-5585-11,TCGA-39-5040-11,TCGA-BC-A10W-11,TCGA-BL-A13J-11,TCGA-51-4081-11,TCGA-SQ-A6I4-11,TCGA-DD-A11A-11,TCGA-CH-5767-11,TCGA-HU-8238-11,TCGA-DD-A1EG-11,TCGA-EJ-7785-11,TCGA-DD-A11C-11,TCGA-BR-6802-11,TCGA-55-6975-11,TCGA-CJ-6030-11,TCGA-CZ-5987-11,TCGA-WA-A7GZ-11,TCGA-EJ-7125-11,TCGA-G9-6365-11,TCGA-CH-5761-11,TCGA-CV-7091-11,TCGA-CZ-5453-11,TCGA-56-8201-11,TCGA-56-8083-11,TCGA-HU-A4G3-11,TCGA-EJ-7784-11,TCGA-B0-5703-11,TCGA-HC-7738-11,TCGA-EL-A3TA-11,TCGA-EL-A3T8-11,TCGA-GC-A3BM-11,TCGA-W5-AA2X-11,TCGA-CZ-5989-11,TCGA-AA-3697-11,TCGA-CV-6936-11,TCGA-V5-AASX-11,TCGA-KN-8428-11,TCGA-50-5932-11,TCGA-AF-3400-11,TCGA-HV-A5A3-11,TCGA-FP-7829-11,TCGA-DD-A39V-11,TCGA-B0-5697-11,TCGA-FP-7735-11,TCGA-CZ-5986-11,TCGA-EL-A3ZM-11,TCGA-77-7337-11,TCGA-CV-6956-11,TCGA-43-5670-11,TCGA-EJ-7782-11,TCGA-58-8386-11,TCGA-BR-6454-11,TCGA-EJ-7786-11,TCGA-CV-6933-11,TCGA-IN-7806-11,TCGA-EJ-7317-11,TCGA-ET-A2MX-11,TCGA-KN-8427-11,TCGA-43-6771-11,TCGA-DD-A119-11,TCGA-CW-6090-11,TCGA-73-4676-11,TCGA-AA-3522-11,TCGA-BC-A10U-11,TCGA-CZ-5455-11,TCGA-GN-A4U8-11,TCGA-EP-A12J-11,TCGA-BQ-7044-11,TCGA-EJ-7797-11,TCGA-56-7730-11,TCGA-P4-A5E8-11,TCGA-CZ-5454-11,TCGA-50-5930-11,TCGA-CV-6962-11,TCGA-77-8007-11,TCGA-77-7338-11,TCGA-CV-7101-11,TCGA-22-5483-11,TCGA-90-6837-11,TCGA-CV-6943-11,TCGA-CV-7424-11,TCGA-BQ-7051-11,TCGA-38-4632-11,TCGA-P4-A5ED-11,TCGA-EL-A3ZT-11,TCGA-KN-8426-11,TCGA-CV-7437-11,TCGA-KN-8430-11,TCGA-BQ-7045-11,TCGA-22-5491-11,TCGA-FV-A2QR-11,TCGA-55-6983-11,TCGA-G9-6362-11,TCGA-CZ-5452-11,TCGA-CZ-5457-11,TCGA-G9-6348-11,TCGA-43-3394-11,TCGA-CV-7235-11,TCGA-HU-A4GH-11,TCGA-55-6972-11,TCGA-AA-3712-11,TCGA-BT-A20Q-11,TCGA-91-6828-11,TCGA-HC-7737-11,TCGA-CG-5734-11,TCGA-EJ-7781-11,TCGA-BJ-A290-11,TCGA-22-5472-11,TCGA-BR-7717-11,TCGA-G9-6351-11,TCGA-43-6143-11,TCGA-BR-7851-11,TCGA-AH-6643-11,TCGA-G9-6384-11,TCGA-EJ-A8FO-11,TCGA-CZ-4864-11,TCGA-HC-7819-11,TCGA-CV-7245-11,TCGA-ZU-A8S4-11,TCGA-A6-5659-11,TCGA-IN-8462-11,TCGA-CV-7432-11,TCGA-CZ-5468-11,TCGA-43-6773-11,TCGA-BR-6457-11,TCGA-GL-A59R-11,TCGA-HC-8262-11,TCGA-BR-7703-11,TCGA-A6-2682-11,TCGA-56-8623-11,TCGA-CV-7440-11,TCGA-BD-A2L6-11,TCGA-B0-5402-11,TCGA-CZ-5463-11,TCGA-CW-6088-11,TCGA-CZ-5469-11,TCGA-DZ-6131-11,TCGA-56-7222-11,TCGA-A3-3387-11,TCGA-55-6968-11,TCGA-EP-A3RK-11,TCGA-L5-A43C-11,TCGA-34-7107-11,TCGA-BQ-5877-11,TCGA-CV-6960-11,TCGA-CZ-5456-11,TCGA-W5-AA30-11,TCGA-KN-8419-11,TCGA-DD-A1EL-11,TCGA-BC-A10T-11,TCGA-CV-6938-11,TCGA-HU-A4GC-11,TCGA-HC-8258-11,TCGA-CZ-5451-11,TCGA-K1-A3PO-11,TCGA-CU-A0YR-11,TCGA-KL-8339-11,TCGA-BR-7715-11,TCGA-BQ-7059-11,TCGA-KN-8436-11,TCGA-CV-7183-11,TCGA-CV-7434-11,TCGA-B9-4115-11,TCGA-CV-7406-11,TCGA-BC-A10Y-11,TCGA-CW-5581-11,TCGA-H2-A2K9-11,TCGA-BQ-5890-11,TCGA-EJ-7783-11,TCGA-W5-AA2Q-11,TCGA-HC-7211-11,TCGA-G3-A3CH-11,TCGA-J4-A83J-11,TCGA-AA-3713-11,TCGA-44-6778-11,TCGA-BJ-A3PU-11,TCGA-DD-A114-11,TCGA-HC-8259-11,TCGA-GL-6846-11,TCGA-L5-A4OR-11,TCGA-DD-A11B-11,TCGA-CG-5720-11,TCGA-22-5489-11,TCGA-EL-A3ZP-11,TCGA-B0-5699-11,TCGA-KN-8425-11,TCGA-44-6146-11,TCGA-H7-A6C5-11,TCGA-W5-AA31-11,TCGA-HC-8260-11,TCGA-CZ-5984-11,TCGA-CV-7423-11,TCGA-22-5482-11,TCGA-ES-A2HT-11,TCGA-CW-5591-11,TCGA-DD-A3A3-11,TCGA-EJ-7327-11,TCGA-CJ-5676-11,TCGA-B8-4622-11,TCGA-B2-5636-11,TCGA-EL-A3H2-11,TCGA-BQ-5882-11,TCGA-ET-A3DW-11,TCGA-EL-A3ZG-11,TCGA-HD-A6I0-11,TCGA-IN-AB1V-11,TCGA-CZ-5458-11,TCGA-B0-5706-11,TCGA-EJ-7789-11,TCGA-EJ-7794-11,TCGA-Y8-A8RY-11,TCGA-DD-A116-11,TCGA-56-7582-11,TCGA-K4-A54R-11,TCGA-91-6831-11,TCGA-AA-3663-11,TCGA-EP-A26S-11,TCGA-CV-7250-11,TCGA-AA-3489-11,TCGA-CH-5768-11,TCGA-CZ-5985-11,TCGA-CJ-5672-11,TCGA-56-7580-11,TCGA-CW-6087-11,TCGA-EJ-7330-11,TCGA-60-2709-11,TCGA-KL-8332-11,TCGA-AA-3517-11,TCGA-CZ-5988-11,TCGA-DD-A3A4-11,TCGA-AZ-6601-11,TCGA-G9-6333-11,TCGA-EJ-7314-11,TCGA-IN-8663-11,TCGA-CZ-5461-11,TCGA-EJ-7315-11,TCGA-B0-5701-11,TCGA-EM-A1CT-11,TCGA-AG-3731-11,TCGA-CJ-5678-11,TCGA-CJ-5679-11,TCGA-GL-A9DE-11,TCGA-B0-5696-11,TCGA-IP-7968-11,TCGA-BQ-7046-11,TCGA-BJ-A2NA-11,TCGA-AZ-6599-11,TCGA-B0-5694-11,TCGA-CW-5584-11,TCGA-56-8309-11,TCGA-L5-A4OF-11,TCGA-KN-8435-11,TCGA-EJ-7321-11,TCGA-50-5939-11,TCGA-55-6978-11,TCGA-DD-A1EI-11,TCGA-G9-6363-11,TCGA-77-7138-11,TCGA-EJ-7793-11,TCGA-AA-3511-11,TCGA-CH-5769-11,TCGA-EM-A1CU-11,TCGA-A6-2675-11,TCGA-CV-7103-11,TCGA-EJ-7123-11,TCGA-A6-5662-11,TCGA-AZ-6605-11,TCGA-A4-A57E-11,TCGA-AA-3655-11,TCGA-BT-A20N-11,TCGA-B0-4712-11,TCGA-EJ-7331-11,TCGA-FV-A3R2-11,TCGA-55-6969-11,TCGA-EL-A3MY-11,TCGA-50-5933-11,TCGA-EJ-7115-11,TCGA-CZ-5466-11,TCGA-KL-8326-11,TCGA-77-8008-11,TCGA-BQ-5887-11,TCGA-HU-A4HB-11,TCGA-B8-5549-11,TCGA-G9-6356-11,TCGA-22-5478-11,TCGA-CV-6961-11,TCGA-CW-5589-11,TCGA-44-6144-11,TCGA-W5-AA2I-11,TCGA-A6-2671-11,TCGA-GD-A3OQ-11,TCGA-F4-6704-11,TCGA-CZ-5462-11,TCGA-49-6745-11,TCGA-L5-A4OQ-11,TCGA-DD-A1EE-11,TCGA-G9-6496-11,TCGA-KN-8423-11,TCGA-91-6829-11,TCGA-BH-A0DD-11,TCGA-BT-A20W-11,TCGA-V5-A7RE-11,TCGA-G9-6499-11,TCGA-AZ-6600-11,TCGA-EJ-7792-11,TCGA-DZ-6132-11,TCGA-B8-4619-11,TCGA-BQ-7055-11
TMEM164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC9A7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A5,-1.4687562502877365,-1.0263562502877364,0.5550437497122638,-0.03775625028773674,0.006943749712264231,-0.5161562502877372,-0.877756250287737,-2.377056250287737,-0.31185625028773745,0.5783437497122629,-0.15065625028773627,-0.6614562502877362,-0.8967562502877364,0.24214374971226288,-0.19705625028773666,1.168143749712263,-0.45575625028773586,-0.7375562502877365,-1.6452562502877366,-0.19385625028773704,-1.0337562502877364,0.08074374971226396,0.29014374971226314,-1.4066562502877367,-0.3117562502877357,-1.6040562502877367,-1.541056250287736,-1.1446562502877362,1.1317437497122629,-0.8198562502877365,0.32734374971226365,-0.3995562502877373,-0.6193562502877364,-0.4008562502877358,-1.6090562502877366,-0.5084562502877354,1.4594437497122628,-0.5952562502877368,-1.6959562502877366,-0.25395625028773733,0.31124374971226365,-0.9468562502877363,0.5764437497122638,-0.17955625028773659,-1.2855562502877365,-0.6041562502877363,-1.0017562502877362,-0.7009562502877362,-1.6023562502877362,-0.8774562502877363,2.1135437497122647,-1.491156250287737,-0.6345562502877368,-1.4107562502877364,0.004043749712263606,-0.5271562502877364,1.0478437497122628,0.09564374971226333,-0.9194562502877361,-0.46455625028773656,-1.4429562502877367,-0.8298562502877357,-2.7089562502877365,0.8810437497122645,-0.3592562502877366,-0.6987562502877364,-1.1303562502877367,-0.6070562502877366,0.5936437497122646,-1.3709562502877364,-1.2574562502877362,-1.353956250287736,-1.236556250287736,-1.4128562502877364,0.2507437497122642,1.5013437497122626,-0.08005625028773565,-0.04535625028773657,0.7186437497122646,-0.5376562502877368,1.5947437497122638,-0.5879562502877368,-1.0540562502877366,-1.4561562502877368,0.5772437497122636,-1.228556250287736,0.6510437497122639,-0.6756562502877366,-0.3216562502877356,-0.12415625028773608,-0.651156250287736,-0.8263562502877365,-0.7561562502877367,-1.0889562502877363,-1.1660562502877359,-1.6371562502877368,-0.3210562502877374,-0.8365562502877363,-1.6220562502877363,0.36974374971226415,-0.3121562502877367,-1.5438562502877364,0.7059437497122638,0.026243749712263585,1.6143437497122644,-1.1946562502877358,1.1167437497122639,-0.46665625028773716,-0.6303562502877367,0.7688437497122629,-0.7960562502877367,-0.6158562502877367,0.2978437497122628,0.3663437497122629,-0.40705625028773557,0.049343749712263005,-0.04595625028773705,-0.4124562502877356,0.352643749712263,-0.17645625028773684,-0.31535625028773623,0.058243749712263364,0.271443749712264,0.3459437497122643,0.16564374971226367,0.799543749712264,-1.4838562502877362,1.0789437497122634,0.48784374971226424,0.6362437497122627,0.7563437497122636,-0.5823562502877363,-1.0984562502877364,-0.3567562502877356,-1.8648562502877362,0.7365437497122636,0.5503437497122643,-1.738556250287737,-0.8708562502877363,-0.272056250287736,-1.1629562502877362,-0.7133562502877372,1.2649437497122633,-0.6540562502877365,-0.5356562502877361,-1.1749562502877369,0.5635437497122636,-0.7901562502877362,-1.2088562502877367,-0.42755625028773603,-0.21225625028773673,-1.1564562502877362,-0.8001562502877361,1.2290437497122633,0.8231437497122642,-1.4227562502877364,-0.6671562502877362,0.6387437497122641,-1.2341562502877363,-1.3256562502877363,-1.5753562502877363,1.1129437497122638,-0.1558562502877368,-0.3636562502877356,0.3308437497122643,-0.6626562502877368,0.37644374971226435,0.8626437497122628,-0.25515625028773625,-0.01895625028773591,1.1559437497122633,-0.708356250287736,0.43624374971226354,-1.2381562502877368,0.2881437497122642,0.9948437497122639,0.9456437497122628,0.8066437497122636,0.3985437497122644,-0.10355625028773616,0.8102437497122642,-0.4330562502877372,-1.0920562502877362,-1.505556250287736,-0.8712562502877365,0.5700437497122643,0.14684374971226322,0.4649437497122644,-1.4524562502877365,1.3874437497122634,-0.8519562502877364,-1.4133562502877364,0.5057437497122631,-1.3654562502877368,-1.4732562502877369,0.7881437497122641,-0.4752562502877362,-0.7309562502877368,1.5167437497122642,-0.5585562502877361,0.7357437497122636,0.5304437497122644,0.8661437497122635,0.11484374971226295,0.7157437497122641,-1.0992562502877363,-0.897456250287737,0.5383437497122634,-1.1226562502877369,0.6345437497122632,-0.7600562502877364,-1.225156250287737,-1.4230562502877366,-1.0199562502877368,-1.202656250287736,1.620643749712264,-0.6500562502877358,-1.3209562502877366,-0.9290562502877368,-1.3685562502877366,0.691043749712263,-1.050856250287736,-1.1556562502877363,0.378143749712264,-0.6145562502877362,-1.1898562502877363,0.4343437497122646,1.6868437497122644,-0.37235625028773645,-0.6259562502877366,-1.0463562502877362,-1.3126562502877364,0.21824374971226373,-0.2422562502877362,-0.4455562502877367,-0.7102562502877361,-0.5184562502877371,-1.1737562502877368,-0.9828562502877368,0.5163437497122635,0.6473437497122636,0.36544374971226345,-1.0588562502877366,1.0509437497122627,-0.7762562502877373,-1.2076562502877368,-0.6888562502877362,-0.3018562502877359,0.8871437497122644,0.4797437497122635,-0.9196562502877365,-0.8762562502877365,0.9250437497122632,-1.1391562502877364,-0.3876562502877365,-0.47175625028773577,-0.6853562502877364,1.1319437497122642,-0.6664562502877364,0.018943749712264608,0.9744437497122634,-1.0628562502877368,0.11694374971226336,0.6528437497122632,-0.6499562502877363,0.8765437497122643,-0.7812562502877368,0.006443749712263485,1.4408437497122637,0.9702437497122641,0.25354374971226296,-0.8506562502877366,0.8568437497122641,-1.0396562502877367,-0.47285625028773687,-0.09835625028773574,1.0397437497122641,-0.8343562502877364,0.4842437497122634,-1.1082562502877364,0.5902437497122636,0.04014374971226283,0.361843749712263,1.066843749712263,0.5881437497122631,-0.37595625028773727,0.6266437497122638,-1.0398562502877362,0.9157437497122635,0.1504437497122636,0.47314374971226286,-0.7358562502877368,0.15214374971226324,0.7552437497122645,-1.1301562502877363,-0.4821562502877366,-0.7799562502877361,-0.704156250287736,-0.37045625028773554,-0.6520562502877365,-0.8242562502877369,0.9751437497122636,-0.08875625028773663,-1.2781562502877368,0.5662437497122645,0.10114374971226318,-1.0864562502877366,0.9912437497122633,-0.17085625028773724,0.17374374971226408,1.3073437497122637,-0.7367562502877364,0.4309437497122632,-0.9261562502877365,-1.1831562502877362,-0.602056250287737,-0.9070562502877366,-0.5104562502877362,-0.7570562502877363,0.5814437497122644,0.3349437497122634,-0.5149562502877361,0.7965437497122642,-1.3016562502877362,0.6808437497122638,-1.2151562502877362,-0.5481562502877365,-0.10905625028773565,0.7270437497122644,-0.27975625028773565,-1.4350562502877364,1.448243749712264,-0.47645625028773564,1.218943749712264,1.2897437497122644,-0.13815625028773712,-1.435856250287736,-1.382956250287737,-1.6411562502877362,0.050043749712262886,-0.4875562502877363,-1.5426562502877368,-0.07395625028773586,0.010043749712263747,-0.8451562502877362,0.9605437497122639,-0.7901562502877362,0.10104374971226335,0.8033437497122644,0.41134374971226323
LRCH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDZD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM120C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAP2K4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM156A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TMSB15A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPIN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAB40A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DKC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATRX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMPX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WWC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
