Composite Element REF,Chromosome,Start,End,Gene_Symbol,Gene_Type,Transcript_ID,Position_to_TSS,CGI_Coordinate,Feature_Type
cg20085077,chrX,101485434,101485435,ARMCX4;ARMCX4;ARMCX4;ARMCX4;ARMCX4;ARMCX4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000354842.4;ENST00000433011.4;ENST00000442270.4;ENST00000445416.4;ENST00000452188.4;ENST00000455331.4,-42;67146;-23;179;0;-20,CGI:chrX:101485234-101485614,Island
cg20104776,chrX,141176991,141176992,LDOC1;LDOC1,protein_coding;protein_coding,ENST00000370526.3;ENST00000460721.1,135;26,CGI:chrX:141176765-141177220,Island
cg20112962,chrX,107206496,107206497,NUP62CL;NUP62CL;NUP62CL;PIH1D3;PIH1D3;PIH1D3,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000372466.7;ENST00000421752.1;ENST00000484614.4;ENST00000336387.4;ENST00000372453.6;ENST00000535523.4,-62;-62;-62;-653;-137;-137,CGI:chrX:107205799-107206510,Island
cg20113724,chrX,118823808,118823809,ZCCHC12,protein_coding,ENST00000310164.2,17,CGI:chrX:118823652-118823974,Island
cg20135706,chrX,118823671,118823672,ZCCHC12,protein_coding,ENST00000310164.2,-120,CGI:chrX:118823652-118823974,Island
cg20207108,chrX,102651253,102651254,GPRASP1;GPRASP1;GPRASP1;GPRASP1;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.7,protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;antisense,ENST00000361600.8;ENST00000415986.4;ENST00000444152.4;ENST00000537097.1;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4;ENST00000602441.1,-114;-114;-114;-149;51715;51726;51740;8460,CGI:chrX:102651073-102652089,Island
cg20259518,chrX,68828906,68828907,EFNB1,protein_coding,ENST00000204961.4,-92,CGI:chrX:68828816-68830409,Island
cg20359784,chrX,135052304,135052305,FAM127B;FAM127B;FAM127B;FAM127B,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370775.2;ENST00000518153.1;ENST00000520964.1;ENST00000522309.1,-128;-213;-107;-162,CGI:chrX:135051533-135052307,Island
cg20442640,chrX,50470746,50470747,DGKK,protein_coding,ENST00000611977.1,-7,CGI:chrX:50470659-50470984,Island
cg20453549,chrX,135032257,135032258,FAM127A;FAM127A;FAM127A,protein_coding;protein_coding;protein_coding,ENST00000257013.8;ENST00000464369.1;ENST00000495563.4,-110;-126;-126,CGI:chrX:135032037-135032955,Island
cg20455959,chrX,150693474,150693475,MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1;MTMR1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370390.6;ENST00000429965.5;ENST00000434699.5;ENST00000439546.5;ENST00000445323.5;ENST00000485376.4;ENST00000490316.5;ENST00000493995.5;ENST00000542156.4,99;490;464;495;63;107;94;502;77,CGI:chrX:150693379-150693998,Island
cg20463407,chrX,102599543,102599544,ARMCX5;ARMCX5;ARMCX5;ARMCX5;ARMCX5;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript;processed_transcript,ENST00000246174.5;ENST00000473968.4;ENST00000477663.4;ENST00000479502.1;ENST00000604957.1;ENST00000460026.5;ENST00000460793.1;ENST00000465548.1;ENST00000466616.4;ENST00000475738.4;ENST00000476910.5;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,374;32;20;4;22;17;2;22;16;16;5;5;16;30,CGI:chrX:102599347-102599599,Island
cg20484507,chrX,21374499,21374500,CNKSR2;CNKSR2;CNKSR2;CNKSR2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000279451.7;ENST00000379510.3;ENST00000425654.5;ENST00000543067.4,56;-364;80;80,CGI:chrX:21373717-21375290,Island
cg20497120,chrX,47145177,47145178,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,-138;328;-271;-103;307;-103,CGI:chrX:47144351-47145588,Island
cg20503915,chrX,153647152,153647153,DUSP9;DUSP9;DUSP9,protein_coding;protein_coding;protein_coding,ENST00000342782.3;ENST00000370167.7;ENST00000477033.1,-45;4617;4659,CGI:chrX:153647037-153648224,Island
cg20731167,chrX,48539372,48539373,TBC1D25;TBC1D25;TBC1D25;TBC1D25;TBC1D25,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376771.7;ENST00000418627.1;ENST00000476141.1;ENST00000481090.5;ENST00000494495.1,-86;-427;-400;-366;-399,CGI:chrX:48539371-48540141,Island
cg20749341,chrX,118974703,118974704,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,88;-48;-660;84,CGI:chrX:118974539-118976596,Island
cg20780119,chrX,69616192,69616193,EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000338901.4;ENST00000374548.4;ENST00000374552.7;ENST00000374553.5;ENST00000502251.4;ENST00000524573.4;ENST00000525810.4;ENST00000527388.4;ENST00000533317.4,124;124;124;124;124;74;124;124;124,CGI:chrX:69615804-69617219,Island
cg20781383,chrX,154398186,154398187,RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;RPL10;XX-FW83563B9.5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000344746.7;ENST00000369817.5;ENST00000406022.5;ENST00000424325.5;ENST00000436473.4;ENST00000451365.1;ENST00000458500.4;ENST00000467168.4;ENST00000479366.1;ENST00000482732.1;ENST00000485196.4;ENST00000489200.4;ENST00000491035.4;ENST00000492572.4;ENST00000618723.3;ENST00000624054.1,-187;1031;-705;-45;-182;-1181;-193;-312;436;-203;-194;-192;-192;8230;-45;631,CGI:chrX:154397754-154398983,Island
cg20842040,chrX,12791489,12791490,PRPS2;PRPS2;PRPS2;PRPS2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000380663.6;ENST00000380668.8;ENST00000398491.5;ENST00000489404.4,133;118;82;0,CGI:chrX:12791478-12792213,Island
cg20880647,chrX,106726575,106726576,RNF128;RNF128;RNF128,protein_coding;protein_coding;protein_coding,ENST00000255499.2;ENST00000324342.6;ENST00000418562.4,-90;32736;32780,CGI:chrX:106726456-106727368,Island
cg20948364,chrX,65534821,65534822,LAS1L;LAS1L;LAS1L;LAS1L,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000374804.8;ENST00000374807.8;ENST00000374811.6;ENST00000484069.1,-64;-66;-64;-45,CGI:chrX:65534436-65534925,Island
cg20964758,chrX,130903183,130903184,ENOX2;ENOX2;ENOX2;ENOX2;ENOX2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000338144.6;ENST00000370935.4;ENST00000394363.4;ENST00000432489.4;ENST00000492263.1,135;52;135;22;10,CGI:chrX:130902773-130903184,Island
cg20983329,chrX,71118820,71118821,MED12;MED12;MED12;MED12,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000333646.9;ENST00000374080.6;ENST00000374102.4;ENST00000429213.2,263;96;124;-16,CGI:chrX:71118430-71119016,Island
cg21016188,chrX,154444355,154444356,FAM50A;FAM50A;FAM50A;FAM50A;FAM50A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000158526.9;ENST00000393600.6;ENST00000464419.4;ENST00000481619.4;ENST00000490480.1,-105;228;199;106;-1089,CGI:chrX:154443927-154444672,Island
cg21030483,chrX,149632022,149632023,TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000502900.2;ENST00000507237.4;ENST00000511776.1;ENST00000600449.6;ENST00000611119.3;ENST00000612022.1,-301;-323;-339;-109;-109;-302,CGI:chrX:149631156-149632023,Island
cg21142188,chrX,77910797,77910798,ATP7A;ATP7A;ATP7A;RP5-1000K24.2,protein_coding;protein_coding;protein_coding;transcribed_processed_pseudogene,ENST00000341514.9;ENST00000343533.8;ENST00000350425.5;ENST00000602791.1,94;140;69;55,CGI:chrX:77910427-77910798,Island
cg21183872,chrX,118974543,118974544,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,-72;-208;-820;-76,CGI:chrX:118974539-118976596,Island
cg21198428,chrX,119236315,119236316,PGRMC1;PGRMC1,protein_coding;protein_coding,ENST00000217971.7;ENST00000535419.2,61;69,CGI:chrX:119235899-119237010,Island
cg21206285,chrX,48957673,48957674,OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5;OTUD5,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000156084.7;ENST00000376488.6;ENST00000396743.6;ENST00000428668.2;ENST00000455452.4;ENST00000484499.4;ENST00000610466.3,-41;-73;-41;714;-483;-616;222,CGI:chrX:48957005-48958632,Island
cg21290550,chrX,47659160,47659161,UXT;UXT;UXT;UXT;UXT-AS1;UXT-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000333119.6;ENST00000335890.2;ENST00000376964.3;ENST00000485641.4;ENST00000590504.1;ENST00000591832.1,2;-42;-7;-52;306;326,CGI:chrX:47658616-47659451,Island
cg21397157,chrX,155026653,155026654,F8;F8;FUNDC2;FUNDC2;FUNDC2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423959.4;ENST00000453950.1;ENST00000369498.6;ENST00000475165.4;ENST00000484175.4,288;216;-33;672;-501,CGI:chrX:155026640-155027421,Island
cg21410798,chrX,118974575,118974576,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,-40;-176;-788;-44,CGI:chrX:118974539-118976596,Island
cg21473514,chrX,104166610,104166611,FAM199X,protein_coding,ENST00000493442.1,-11,CGI:chrX:104166240-104167111,Island
cg21545785,chrX,47659193,47659194,UXT;UXT;UXT;UXT;UXT-AS1;UXT-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense,ENST00000333119.6;ENST00000335890.2;ENST00000376964.3;ENST00000485641.4;ENST00000590504.1;ENST00000591832.1,-31;-75;-40;-85;339;359,CGI:chrX:47658616-47659451,Island
cg21593552,chrX,136497269,136497270,HTATSF1;HTATSF1;HTATSF1;HTATSF1,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000218364.4;ENST00000425695.4;ENST00000448450.4;ENST00000535601.4,-243;34;47;189,CGI:chrX:136496842-136497940,Island
cg21597797,chrX,110318285,110318286,AMMECR1;AMMECR1;AMMECR1;AMMECR1;AMMECR1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000262844.8;ENST00000372057.1;ENST00000372059.5;ENST00000473662.1;ENST00000496695.1,-45;121949;-200;-513;-528,CGI:chrX:110317475-110318322,Island
cg21617677,chrX,106726603,106726604,RNF128;RNF128;RNF128,protein_coding;protein_coding;protein_coding,ENST00000255499.2;ENST00000324342.6;ENST00000418562.4,-62;32764;32808,CGI:chrX:106726456-106727368,Island
cg21634944,chrX,69616041,69616042,EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA;EDA,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000338901.4;ENST00000374548.4;ENST00000374552.7;ENST00000374553.5;ENST00000502251.4;ENST00000524573.4;ENST00000525810.4;ENST00000527388.4;ENST00000533317.4,-27;-27;-27;-27;-27;-77;-27;-27;-27,CGI:chrX:69615804-69617219,Island
cg21662836,chrX,155026988,155026989,F8;F8;FUNDC2;FUNDC2;FUNDC2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423959.4;ENST00000453950.1;ENST00000369498.6;ENST00000475165.4;ENST00000484175.4,-47;-119;302;1007;-166,CGI:chrX:155026640-155027421,Island
cg21693321,chrX,71118481,71118482,MED12;MED12;MED12;MED12,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000333646.9;ENST00000374080.6;ENST00000374102.4;ENST00000429213.2,-76;-243;-215;-355,CGI:chrX:71118430-71119016,Island
cg21697779,chrX,155027259,155027260,F8;F8;FUNDC2;FUNDC2;FUNDC2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000423959.4;ENST00000453950.1;ENST00000369498.6;ENST00000475165.4;ENST00000484175.4,-318;-390;573;1278;105,CGI:chrX:155026640-155027421,Island
cg21781308,chrX,152831105,152831106,CETN2;CETN2;NSDHL;NSDHL;NSDHL,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370277.3;ENST00000493482.1;ENST00000370274.6;ENST00000432467.1;ENST00000440023.4,-327;-1407;137;107;137,CGI:chrX:152830605-152831207,Island
cg21785054,chrX,49074040,49074041,AF196779.12;PRAF2;PRAF2;PRAF2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000376358.3;ENST00000376386.3;ENST00000553851.2;ENST00000618882.1,5848;-50;32;-204,CGI:chrX:49073764-49074295,Island
cg21864225,chrX,152638102,152638103,GABRQ,protein_coding,ENST00000598523.2,-82,CGI:chrX:152637754-152638493,Island
cg21882403,chrX,37571636,37571637,LANCL3;LANCL3;LANCL3;RP5-972B16.2,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000378619.3;ENST00000378621.6;ENST00000614025.3;ENST00000465127.1,-17;66;66;222305,CGI:chrX:37571453-37572531,Island
cg21883848,chrX,154466040,154466041,PLXNA3;PLXNA3;PLXNA3,protein_coding;protein_coding;protein_coding,ENST00000369682.4;ENST00000467463.1;ENST00000478236.1,7758;-380;-52,CGI:chrX:154466009-154466431,Island
cg21888438,chrX,38803864,38803865,MID1IP1;MID1IP1;MID1IP1;MID1IP1;MID1IP1-AS1,protein_coding;protein_coding;protein_coding;protein_coding;antisense,ENST00000336949.6;ENST00000378474.3;ENST00000457894.4;ENST00000614558.1;ENST00000436893.1,130;2409;2431;2431;20,CGI:chrX:38803653-38805511,Island
cg21900764,chrX,119852934,119852935,UPF3B;UPF3B;UPF3B,protein_coding;protein_coding;protein_coding,ENST00000276201.5;ENST00000345865.5;ENST00000619445.1,65;65;38,CGI:chrX:119852721-119853289,Island
cg21911363,chrX,49922721,49922722,CLCN5;CLCN5;CLCN5,protein_coding;protein_coding;protein_coding,ENST00000376088.6;ENST00000376091.6;ENST00000482218.2,105;55;-684,CGI:chrX:49922417-49923384,Island
cg21939789,chrX,149631679,149631680,TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A;TMEM185A,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000502900.2;ENST00000507237.4;ENST00000511776.1;ENST00000600449.6;ENST00000611119.3;ENST00000612022.1,42;20;4;234;234;41,CGI:chrX:149631156-149632023,Island
cg21945991,chrX,100731570,100731571,SYTL4;SYTL4;SYTL4;SYTL4;SYTL4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000263033.8;ENST00000276141.9;ENST00000372981.1;ENST00000372989.4;ENST00000491326.1,552;-35;551;-59;554,CGI:chrX:100731435-100732198,Island
cg21966453,chrX,152830765,152830766,CETN2;CETN2;NSDHL;NSDHL;NSDHL,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370277.3;ENST00000493482.1;ENST00000370274.6;ENST00000432467.1;ENST00000440023.4,13;-1067;-203;-233;-203,CGI:chrX:152830605-152831207,Island
cg22044840,chrX,11111232,11111233,HCCS;HCCS;HCCS;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1;RP11-120D5.1,protein_coding;protein_coding;protein_coding;lincRNA;lincRNA;lincRNA;lincRNA,ENST00000321143.7;ENST00000380762.4;ENST00000380763.6;ENST00000433747.5;ENST00000608176.4;ENST00000608576.4;ENST00000608916.1,-70;-134;-111;-117;-122;-93;-90,CGI:chrX:11111156-11111638,Island
cg22055524,chrX,65034787,65034788,ZC4H2;ZC4H2,protein_coding;protein_coding,ENST00000337990.2;ENST00000488831.4,-73;-117,CGI:chrX:65034528-65035411,Island
cg22069441,chrX,47144751,47144752,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,288;754;-697;-529;-119;-529,CGI:chrX:47144351-47145588,Island
cg22069989,chrX,31266892,31266893,DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD;DMD,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000343523.5;ENST00000357033.7;ENST00000358062.5;ENST00000359836.4;ENST00000361471.7;ENST00000378677.5;ENST00000378680.5;ENST00000378702.7;ENST00000378707.6;ENST00000378723.6;ENST00000469142.1;ENST00000474231.4;ENST00000541735.4;ENST00000619831.3;ENST00000620040.3,241407;1944628;608482;888578;16;1861469;58;-34;888578;61;168763;888578;888578;1861274;1944421,CGI:chrX:31266387-31266902,Island
cg22151131,chrX,68828971,68828972,EFNB1,protein_coding,ENST00000204961.4,-27,CGI:chrX:68828816-68830409,Island
cg22222592,chrX,65667720,65667721,MSN;MSN,protein_coding;protein_coding,ENST00000360270.6;ENST00000609672.4,49;79342,CGI:chrX:65667617-65667970,Island
cg22238863,chrX,47482702,47482703,LINC01560;LINC01560;ZNF41;ZNF41,lincRNA;lincRNA;protein_coding;protein_coding,ENST00000357412.2;ENST00000624822.1;ENST00000313116.10;ENST00000377065.7,-870;-870;-116;245,CGI:chrX:47482488-47483298,Island
cg22275278,chrX,154379102,154379103,EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD;EMD,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000369835.3;ENST00000369842.7;ENST00000428228.4;ENST00000468294.4;ENST00000471965.1;ENST00000485261.1;ENST00000486738.4;ENST00000492448.1;ENST00000494443.4,-172;-96;-260;-424;-1464;-303;-240;-524;-327,CGI:chrX:154377974-154379877,Island
cg22306749,chrX,102712157,102712158,GPRASP2;GPRASP2;GPRASP2;GPRASP2;GPRASP2;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript,ENST00000332262.8;ENST00000483720.4;ENST00000486814.1;ENST00000535209.4;ENST00000543253.4;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,-20;-234;-289;-20;-20;112619;112630;112644,CGI:chrX:102712039-102713042,Island
cg22366618,chrX,43656129,43656130,MAOA;MAOA;MAOA,protein_coding;protein_coding;protein_coding,ENST00000338702.3;ENST00000497485.1;ENST00000542639.4,-91;-174;1221,CGI:chrX:43656077-43656433,Island
cg22412459,chrX,23907829,23907830,APOO;APOO;CXorf58,protein_coding;protein_coding;protein_coding,ENST00000379226.7;ENST00000490078.1;ENST00000379211.6,106;75;27,CGI:chrX:23907473-23908198,Island
cg22417589,chrX,21940513,21940514,SMS;SMS;SMS;SMS,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000379404.4;ENST00000404933.5;ENST00000457085.1;ENST00000478094.1,-203;-61;-533;-266,CGI:chrX:21940493-21941583,Island
cg22449896,chrX,154137146,154137147,MECP2,protein_coding,ENST00000631210.1,-42,CGI:chrX:154136752-154137199,Island
cg22464151,chrX,137566427,137566428,ZIC3;ZIC3,protein_coding;protein_coding,ENST00000287538.8;ENST00000370606.3,284;-92,CGI:chrX:137565367-137568019,Island
cg22561883,chrX,153470564,153470565,HAUS7;HAUS7;HAUS7;HAUS7;HAUS7;HAUS7;TREX2;TREX2;TREX2;TREX2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370210.2;ENST00000370211.7;ENST00000464993.1;ENST00000490165.4;ENST00000490453.4;ENST00000626181.1;ENST00000330912.5;ENST00000334497.5;ENST00000338525.5;ENST00000370232.3,24953;68;-8;-10;2;24;24;24;24;24,CGI:chrX:153470326-153470971,Island
cg22618269,chrX,80809636,80809637,BRWD3;BRWD3,protein_coding;protein_coding,ENST00000373275.4;ENST00000478415.1,53;48,CGI:chrX:80809424-80809637,Island
cg22629482,chrX,130268999,130269000,ZNF280C;ZNF280C,protein_coding;protein_coding,ENST00000370978.7;ENST00000447817.1,-99;-115,CGI:chrX:130268484-130269114,Island
cg22645859,chrX,119853080,119853081,UPF3B;UPF3B;UPF3B,protein_coding;protein_coding;protein_coding,ENST00000276201.5;ENST00000345865.5;ENST00000619445.1,-81;-81;-108,CGI:chrX:119852721-119853289,Island
cg22662205,chrX,118974565,118974566,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,-50;-186;-798;-54,CGI:chrX:118974539-118976596,Island
cg22682567,chrX,101390950,101390951,BTK;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A;RPL36A-HNRNPH2;RPL36A-HNRNPH2,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000621635.3;ENST00000372849.7;ENST00000392994.6;ENST00000427805.5;ENST00000465340.4;ENST00000465744.4;ENST00000471855.1;ENST00000491851.4;ENST00000553110.6;ENST00000614077.3;ENST00000409170.3;ENST00000409338.4,-153;-67;-40;125;-62;-165;-253;-62;-34;59;-63;-62,CGI:chrX:101390792-101391119,Island
cg22696549,chrX,30309550,30309551,NR0B1;NR0B1,protein_coding;protein_coding,ENST00000378963.1;ENST00000378970.4,-1061;49,CGI:chrX:30308322-30309551,Island
cg22776211,chrX,69505229,69505230,FAM155B,protein_coding,ENST00000252338.4,-13,CGI:chrX:69503888-69506131,Island
cg22784592,chrX,153794305,153794306,IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;IDH3G;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4;SSR4,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000217901.8;ENST00000370092.6;ENST00000370093.4;ENST00000427365.5;ENST00000444450.4;ENST00000461215.2;ENST00000491235.1;ENST00000495356.4;ENST00000497043.4;ENST00000619865.3;ENST00000320857.6;ENST00000370085.3;ENST00000370086.6;ENST00000370087.4;ENST00000460616.4;ENST00000471724.4;ENST00000471880.4;ENST00000482902.4;ENST00000486204.4;ENST00000491833.4,219;208;77;52;55;42;21;31;52;219;788;-370;-335;113;-355;-372;-375;-145;-744;129,CGI:chrX:153793820-153795102,Island
cg22807592,chrX,102712379,102712380,GPRASP2;GPRASP2;GPRASP2;GPRASP2;GPRASP2;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript,ENST00000332262.8;ENST00000483720.4;ENST00000486814.1;ENST00000535209.4;ENST00000543253.4;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,202;-12;-67;202;202;112841;112852;112866,CGI:chrX:102712039-102713042,Island
cg22817042,chrX,118727450,118727451,IL13RA1;IL13RA1,protein_coding;protein_coding,ENST00000371642.1;ENST00000371666.6,-153;-123,CGI:chrX:118727251-118728214,Island
cg22817647,chrX,102712338,102712339,GPRASP2;GPRASP2;GPRASP2;GPRASP2;GPRASP2;RP4-769N13.6;RP4-769N13.6;RP4-769N13.6,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;processed_transcript;processed_transcript;processed_transcript,ENST00000332262.8;ENST00000483720.4;ENST00000486814.1;ENST00000535209.4;ENST00000543253.4;ENST00000486740.5;ENST00000602366.4;ENST00000602463.4,161;-53;-108;161;161;112800;112811;112825,CGI:chrX:102712039-102713042,Island
cg22824415,chrX,118974583,118974584,LONRF3;LONRF3;LONRF3;LONRF3,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000304778.10;ENST00000371628.6;ENST00000439603.4;ENST00000481285.4,-32;-168;-780;-36,CGI:chrX:118974539-118976596,Island
cg22827938,chrX,149938673,149938674,CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;CXorf40B;LINC00894;LINC00894;LINC00894,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;antisense;antisense;antisense,ENST00000355203.5;ENST00000370404.4;ENST00000370406.6;ENST00000370409.6;ENST00000462691.4;ENST00000483447.1;ENST00000497550.1;ENST00000444489.4;ENST00000449111.4;ENST00000458274.1,-1158;-213;139;-200;-237;-211;28;-1484;44;-1067,CGI:chrX:149937895-149938705,Island
cg22918218,chrX,118346034,118346035,WDR44;WDR44;WDR44;WDR44,protein_coding;protein_coding;protein_coding;protein_coding,ENST00000254029.6;ENST00000371822.8;ENST00000371825.6;ENST00000493448.1,-76;-40;-110;-166,CGI:chrX:118345602-118346525,Island
cg22934939,chrX,137566154,137566155,ZIC3;ZIC3,protein_coding;protein_coding,ENST00000287538.8;ENST00000370606.3,11;-365,CGI:chrX:137565367-137568019,Island
cg22969661,chrX,24465359,24465360,PDK3;PDK3,protein_coding;protein_coding,ENST00000379162.7;ENST00000441463.2,137;-98,CGI:chrX:24464899-24465830,Island
cg22991699,chrX,47144779,47144780,NDUFB11;NDUFB11;RBM10;RBM10;RBM10;RBM10,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000276062.8;ENST00000377811.3;ENST00000329236.8;ENST00000345781.9;ENST00000377604.6;ENST00000628161.1,260;726;-669;-501;-91;-501,CGI:chrX:47144351-47145588,Island
cg23124867,chrX,136146810,136146811,FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1;FHL1,protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding;protein_coding,ENST00000370690.6;ENST00000394155.5;ENST00000420362.4;ENST00000458357.4;ENST00000618438.3;ENST00000627578.1;ENST00000628443.1;ENST00000629039.1,-656;-591;-857;-1274;-727;-724;-1420;107,CGI:chrX:136146788-136147890,Island
